timestamp,question_id,document_id,question_text,final_answer_text,num_tokens,generation_time_ms
2025-10-30T05:24:11.300803,7fe901e9-b297-4948-b429-ae0d164a5321,2d1f518956cdc4b3cf6a9447714cfcd0,Lời gọi hệ thống `Read()` yêu cầu những gì để thực hiện thao tác đọc file?,"Lời gọi hệ thống `Read()` yêu cầu tên file và vùng đệm ghi kết quả (KQ) để thực hiện thao tác đọc file [2d1f518956cdc4b3cf6a9447714cfcd0 tr.14, 15, 16, 17].",,
2025-10-30T05:36:34.495063,8bda24c2-1f57-4d42-8e20-a0d7aa850cce,1e8e6c622bfb571b0b783d8347182318,"Trong chiến lược phân trang, PTBR (Page-table base register) có chức năng gì?","Trong chiến lược phân trang, PTBR (Page-table base register) có chức năng trỏ tới PCB (Page Control Block) [1e8e6c622bfb571b0b783d8347182318 tr.105].",,
2025-10-30T05:36:50.896061,3099aff7-9ad8-4dc9-9355-4843af2c6a0e,a3aa8203ae0398a1ef263322bcadebc3,Điều gì xảy ra khi giá trị của bit Mp (Memory present) bằng 0 trong quá trình truy nhập bộ nhớ?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:37:06.294665,cebac85a-6a7f-48cb-8f1f-c05b608ab588,1e8e6c622bfb571b0b783d8347182318,Bộ nhớ được phân cấp dựa trên tiêu chí nào?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:37:23.412634,39ce3bc7-977c-43ec-a31e-3cc615396ad3,1e8e6c622bfb571b0b783d8347182318,Cấu trúc nạp động (dynamic loading) hoạt động như thế nào?,"Trong cấu trúc nạp động, mỗi modul được biên tập riêng. Khi thực hiện, hệ thống sẽ định vị modul gốc. Modul nào cần tới sẽ xin bộ nhớ và được nạp vào. Khi sử dụng xong hoặc khi thiếu vùng nhớ, các modul không cần thiết sẽ được đưa ra ngoài.",,
2025-10-30T05:37:49.175724,3155f687-7343-4be7-94b2-07fb499f1f9d,1e8e6c622bfb571b0b783d8347182318,Bộ nhớ ảo là gì và nó hoạt động như thế nào?,"Bộ nhớ ảo là một số trang của tiến trình nằm trên đĩa. Nó được biểu diễn bằng một bit trong bảng quản lý trang. Khi một trang được yêu cầu, nó sẽ được đưa từ bộ nhớ thứ cấp vào bộ nhớ vật lý. Nếu không có frames tự do, phải tiến hành đổi trang.",,
2025-10-30T05:38:03.008844,e8562c7f-c1a9-4191-852c-0af63f14d81d,1e8e6c622bfb571b0b783d8347182318,"Trong chiến lược cấp phát bộ nhớ Buddy Allocation, nguyên tắc thu hồi vùng nhớ là gì?",Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:38:18.115467,436ea6dd-5435-493e-9270-ca4e7421b4a3,1e8e6c622bfb571b0b783d8347182318,Kể tên các chiến lược quản lý bộ nhớ được đề cập.,"Các chiến lược quản lý bộ nhớ được đề cập là:
*   Chiến lược phân chương cố định
*   Chiến lược phân chương động
*   Chiến lược phân đoạn
*   Chiến lược phân trang
*   Chiến lược kết hợp phân đoạn-phân trang",,
2025-10-30T05:38:36.118522,f8ec6eda-18d5-4349-bfe8-3d983e9feff5,1e8e6c622bfb571b0b783d8347182318,"Trong chiến lược phân đoạn, làm thế nào để tính địa chỉ vật lý từ địa chỉ logic có dạng <đoạn, offset>?",Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:38:48.919513,fa6fdfdb-ffba-4573-a7d8-0b36c25b5f15,1e8e6c622bfb571b0b783d8347182318,Nhược điểm của cấu trúc nạp động là gì?,"Nhược điểm của cấu trúc nạp động bao gồm:
*   Tốc độ thực hiện chậm.",,
2025-10-30T05:39:03.698083,3334f483-3210-4210-9755-c353f0debdac,1e8e6c622bfb571b0b783d8347182318,Việc xác định địa chỉ trong chương trình có thể được thực hiện ở những giai đoạn nào?,"Việc xác định địa chỉ trong chương trình có thể được thực hiện ở các giai đoạn: giai đoạn dịch, thời điểm nạp, và trong khi thực hiện.",,
2025-10-30T05:39:15.017334,e34a300f-5748-4587-b8ee-e52506773866,2d1f518956cdc4b3cf6a9447714cfcd0,Lời gọi hệ thống `Read()` yêu cầu những gì để thực hiện thao tác đọc file?,"Lời gọi hệ thống `Read()` yêu cầu tên file và vùng đệm ghi kết quả (KQ) để thực hiện thao tác đọc file [2d1f518956cdc4b3cf6a9447714cfcd0 tr.14, 15, 16, 17].",,
2025-10-30T05:39:29.661133,921895ac-5487-46ed-8b0e-eb22caf39be4,2d1f518956cdc4b3cf6a9447714cfcd0,Con trỏ đọc (read pointer) có vai trò gì?,Con trỏ đọc (read pointer) chỉ ra vị trí được đọc và thay đổi sau mỗi thao tác đọc dữ liệu.,,
2025-10-30T05:39:46.272179,2f40611e-ed00-4dba-b06a-cc73e84b562b,2d1f518956cdc4b3cf6a9447714cfcd0,Làm thế nào để thu gọn một file mà vẫn giữ nguyên các thuộc tính của nó?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:39:59.166978,770471a8-8d56-454a-af5a-030c9eb0fdef,2d1f518956cdc4b3cf6a9447714cfcd0,Sector trên đĩa mềm được xác định như thế nào?,"Sector trên đĩa mềm được xác định qua tọa độ 3 chiều (Header, Track, Sector) hoặc qua số hiệu sector (tọa độ 1 chiều).",,
2025-10-30T05:40:12.668841,2568c188-817c-4850-b514-77ef89780c6b,74040f5628748874779838fa7a292b09,Cấu trúc vật lý của một đĩa cứng bao gồm những thành phần chính nào?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:40:27.878247,4b3910d9-e33d-4c36-92ae-dc0c55143c53,1e8e6c622bfb571b0b783d8347182318,Hệ thống sử dụng loại con trỏ nào cho cả thao tác đọc và ghi?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:40:44.485197,7f1091a2-06a2-472a-9d0b-c487d9781e9e,2d1f518956cdc4b3cf6a9447714cfcd0,"Trong việc định vị thông tin trên đĩa mềm, tọa độ 3 chiều được chuyển đổi sang tọa độ 1 chiều như thế nào?",Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:41:03.123935,1efc3d51-01ce-40e9-848c-e0b0b55cd8a5,2d1f518956cdc4b3cf6a9447714cfcd0,Thao tác thay đổi vị trí trong file (seek) có yêu cầu hoạt động vào/ra không?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:41:14.766602,87443eb8-254b-4ab2-ad84-a359f91d6174,2d1f518956cdc4b3cf6a9447714cfcd0,Con trỏ ghi (write pointer) được sử dụng để làm gì?,Con trỏ ghi (write pointer) được hệ thống lưu trữ để chỉ ra vị trí ghi và thay đổi sau mỗi thao tác ghi [2d1f518956cdc4b3cf6a9447714cfcd0 tr.10].,,
2025-10-30T05:41:32.515169,60dab21f-20e9-40eb-8afe-3eb70d328bb9,2d1f518956cdc4b3cf6a9447714cfcd0,"Sau khi nhận lời gọi `Read()`, hệ thống làm gì để tìm thấy dữ liệu của file?","Sau khi nhận lời gọi `Read()`, hệ thống thực hiện các bước sau để tìm thấy dữ liệu của file:
1. Dùng tên file, tìm kiếm file trong thư mục file.
2. Dựa vào trường vị trí, tìm vị trí của file trên thiết bị lưu trữ.",,
2025-10-30T05:41:48.026339,ff1b6596-a801-417e-aa6b-5a7f8a5cc1e7,ea73ad6304ed438f7e7d4c59ddd227a1,Phân biệt giữa tiến trình (process) và chương trình (program).,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:42:46.622269,a028b951-5861-4e3d-a535-fa99ea4ac836,74040f5628748874779838fa7a292b09,Kể tên các loại hệ điều hành dựa trên cách chúng hoạt động.,"Dựa trên tài liệu, các cấu trúc hệ thống được đề cập là Cấu trúc OS/2 và Máy ảo.",,
2025-10-30T05:43:03.066826,2f9e36d2-b08c-49ff-93b2-d515cd7119f9,74040f5628748874779838fa7a292b09,Hệ thống xử lý theo lô đa chương trình (multiprogrammed batch system) hoạt động như thế nào?,"Hệ thống xử lý theo lô đa chương trình hoạt động bằng cách cho phép thực hiện nhiều chương trình đồng thời. Nó nạp một phần mã và dữ liệu của các chương trình/tiến trình vào bộ nhớ (phần còn lại sẽ được nạp tại thời điểm thích hợp) để chương trình sẵn sàng được thực hiện. Chương trình được thực hiện như hệ thống đơn chương trình, và nếu một chương trình thực hiện vào ra, bộ xử lý sẽ được chuyển giao cho chương trình đang sẵn sàng khác.",,
2025-10-30T05:43:20.227848,229a462c-ffa9-4523-aac7-3ab2553d72b1,74040f5628748874779838fa7a292b09,Đặc điểm của hệ điều hành trên máy tính cá nhân trong giai đoạn đầu (thập niên 1980) là gì?,"Trong giai đoạn đầu (thập niên 1980), hệ điều hành trên máy tính cá nhân có các đặc điểm sau:
*   Tài nguyên phần cứng bị giới hạn.
*   Hệ điều hành trở thành thư viện của các thủ tục cung cấp sẵn.
*   Chỉ chạy một chương trình tại một thời điểm (ví dụ: DOS).",,
2025-10-30T05:43:32.245151,60b138f4-d043-4f55-8319-a0eb853a65d9,74040f5628748874779838fa7a292b09,Hệ thống song song kiểu đa xử lý không đối xứng (ASMP) được mô tả như thế nào?,"Hệ thống song song kiểu đa xử lý không đối xứng (ASMP) được mô tả như sau:
*   Một bộ xử lý chính kiểm soát toàn bộ hệ thống.
*   Các bộ xử lý khác thực hiện theo lệnh của bộ xử lý chính hoặc theo những chỉ thị đã được định nghĩa trước.
*   Mô hình này theo dạng quan hệ chủ tớ,",,
2025-10-30T05:43:49.180802,812bc8a4-2306-48fd-ae80-c4b29253f44f,74040f5628748874779838fa7a292b09,Tại sao tính an toàn là một tính chất quan trọng của hệ điều hành?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:44:01.365257,249385b1-a820-47b6-8ff2-f98f342b5a85,74040f5628748874779838fa7a292b09,Hệ thống phân tán (distributed system) đối mặt với những vấn đề gì?,"Hệ thống phân tán đối mặt với các vấn đề như độ trễ truyền thông, băng thông, độ tin cậy và virus (ví dụ: love letter virus 05/2000) [74040",,
2025-10-30T05:44:16.438081,b18342a0-d973-47d8-8a95-fb7bdcf07592,ea73ad6304ed438f7e7d4c59ddd227a1,Một tiến trình có thể bao gồm những gì?,Một tiến trình có thể bao gồm nhiều luồng (tiểu trình).,,
2025-10-30T05:44:28.093743,2ac03539-8d53-42f0-a1c4-af5e9bd4e9cf,74040f5628748874779838fa7a292b09,"Trong hệ thống đa tiến trình phân chia thời gian, bảng tiến trình (process table) dùng để làm gì?","Trong hệ thống đa tiến trình phân chia thời gian, bảng tiến trình (process table) dùng để lưu thông tin của các tiến trình [74040f5628748874779838fa7a292b09 tr.66].",,
2025-10-30T05:44:46.952915,4364d544-69d6-4c4f-8ddb-702a78bde746,74040f5628748874779838fa7a292b09,Hệ điều hành sử dụng hai phương pháp nào để biết khi nào một thiết bị vào/ra hoàn thành yêu cầu?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:44:58.704172,a330a8f5-ced9-48d9-928d-701427346f3b,a3aa8203ae0398a1ef263322bcadebc3,Bộ điều khiển thiết bị (Device Controller) là gì?,"Bộ điều khiển thiết bị (Device Controller - D.C) là một thiết bị mà các thiết bị ngoại vi (TBNV) được nối với hệ thống thông qua đó. Các mạch điện tử của bộ điều khiển thiết bị được cắm trên các khe cắm (slot) của mainboard máy tính [a3aa8203ae0398a1ef263322bcadebc3 tr.7]. Mỗi bộ điều khiển thiết bị có thể điều khiển 1, 2, 4,... thiết bị ngoại vi, tùy thuộc vào số giắc cắm có trên nó [a3aa8203ae0398a1ef263322bcadebc3 tr.9].",,
2025-10-30T05:45:12.379135,5c04f8b9-bca4-4e0e-9e7f-6151a047e49a,a3aa8203ae0398a1ef263322bcadebc3,Ngắt (interrupt) là gì?,Ngắt (I/O interrupts) là khi thiết bị ngoại vi (tbnv) phát sinh ra một tín hiệu ngắt để báo cho CPU biết [a3aa8203ae0398a1ef263322bcadebc3 tr.14].,,
2025-10-30T05:45:31.277523,1137dbde-37a5-494b-8b1b-9795fe8ab9ce,74040f5628748874779838fa7a292b09,Mục đích chính của việc điều phối truy nhập đĩa là gì?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:45:50.535981,1aae1bab-6820-4024-ae03-989d7f28dee2,74040f5628748874779838fa7a292b09,"Khi hệ thống phát hiện lỗi vào ra, nó sẽ cố gắng khắc phục bằng cách nào đầu tiên?",Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:46:10.819098,0c1616f5-75fe-41b6-9cd8-404d7b7bfc6d,a3aa8203ae0398a1ef263322bcadebc3,Nguyên tắc hoạt động của thuật toán C-SCAN là gì?,"Nguyên tắc hoạt động của thuật toán C-SCAN là xử lý các cylinders như một danh sách nối vòng. Đầu từ di chuyển từ cylinder ngoài cùng đến cylinder trong cùng, phục vụ các yêu cầu gặp trên đường đi. Khi tới cylinder trong cùng, nó quay ngược lại cylinder ngoài cùng mà không phục vụ các yêu cầu trên đường quay về.",,
2025-10-30T05:46:24.815933,a38bcb3e-2c34-4ebe-9343-70c3799dea23,a3aa8203ae0398a1ef263322bcadebc3,Thuật toán LOOK khác với thuật toán SCAN như thế nào?,"Thuật toán LOOK là một phiên bản của SCAN/C-SCAN. Điểm khác biệt chính là đầu đọc của thuật toán LOOK không di chuyển tới các cylinder ngoài cùng hoặc trong cùng của đĩa. Thay vào đó, nó chỉ di chuyển đến các yêu cầu xa nhất về hai phía rồi quay lại ngay lập tức [a3aa8203ae0398a1ef263322bcadebc3 tr.44].",,
2025-10-30T05:46:52.708628,197851e3-450a-402c-b35c-2db2f51aea80,a3aa8203ae0398a1ef263322bcadebc3,CPU làm việc với các thanh ghi của bộ điều khiển thiết bị thông qua đâu?,CPU làm việc với các thanh ghi của bộ điều khiển thiết bị thông qua các không gian địa chỉ đặc biệt: cổng vào ra.,,
2025-10-30T05:47:07.037986,f5bfb965-93c9-465b-8609-9c3e327896e8,74040f5628748874779838fa7a292b09,Hệ thống sẽ làm gì khi phát hiện một lỗi vào/ra?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:47:20.459775,2b0aedd0-3805-492c-aa29-1e391b9de082,a3aa8203ae0398a1ef263322bcadebc3,"Theo quan điểm lập trình, một thiết bị vào/ra được xem như là gì?","Theo quan điểm lập trình, một thiết bị vào/ra được xem như là giao diện phần mềm để nhận lệnh, thực hiện và trả kết quả về [a3aa8203ae0398a1ef263322bcadebc3 tr.5].",,
2025-10-30T05:47:34.655003,470abcef-5fb4-4f5c-a1d3-25938d6cb5de,ea73ad6304ed438f7e7d4c59ddd227a1,Bốn điều kiện cần thiết để xảy ra bế tắc (deadlock) là gì?,"Bốn điều kiện cần thiết để xảy ra bế tắc (deadlock) là:
*   Tài nguyên găng
*   Chờ đợi trước khi vào đoạn găng
*   Trưng dụng tài nguyên găng
*   Chờ đợi vòng tròn
[ea73ad6304ed438f7e7d4c59ddd227a1 tr.199]",,
2025-10-30T05:47:49.173652,8693f5e0-d03e-4ac6-8c1a-d7f35922fc65,ea73ad6304ed438f7e7d4c59ddd227a1,Nhược điểm chính của mô hình luồng ở mức người dùng (User-Level Threads) là gì?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:48:06.493551,e4fe4250-08d4-458b-b8f0-39db937417ae,ea73ad6304ed438f7e7d4c59ddd227a1,Kể tên ba phương pháp chính để xử lý bế tắc.,"Ba phương pháp chính để xử lý bế tắc là:
*   Phòng ngừa bế tắc
*   Phòng tránh bế tắc
*   Nhận biết và khắc phục",,
2025-10-30T05:48:19.605519,9df38547-1bb1-4b5d-ad0b-2a6117d84e7e,1e8e6c622bfb571b0b783d8347182318,Thuật toán Người quản lý nhà băng (Banker's Algorithm) hoạt động dựa trên nguyên tắc nào để phòng tránh bế tắc?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:48:36.825717,70866dfb-6506-4f66-8dd9-428f5a4fc66b,ea73ad6304ed438f7e7d4c59ddd227a1,Điều phối CPU không trưng dụng (non-preemptive) xảy ra trong những trường hợp nào?,"Điều phối CPU không trưng dụng (non-preemptive) xảy ra trong các trường hợp sau:
1.  Tiến trình chuyển từ trạng thái thực hiện sang trạng thái chờ đợi (yêu cầu",,
2025-10-30T05:48:55.499979,4f539f46-75bc-46b6-abf2-c3fdf4ac9d6a,74040f5628748874779838fa7a292b09,"Trong đồ thị cung cấp tài nguyên, điều gì cho thấy hệ thống đã rơi vào trạng thái bế tắc?",Nếu đồ thị cung cấp tài nguyên chứa chu trình và tài nguyên chỉ có 1 đơn vị.,,
2025-10-30T05:49:09.567036,64ac4823-40c3-46ea-959c-587e64bdbafb,ea73ad6304ed438f7e7d4c59ddd227a1,Kỹ thuật SPOOLing giúp phòng ngừa bế tắc cho các tài nguyên như máy in bằng cách nào?,"Kỹ thuật SPOOLing giúp phòng ngừa bế tắc cho tài nguyên máy in bằng cách chỉ cho phép một tiến trình cụ thể (printer daemon) làm việc với máy in, từ đó hủy bỏ bế tắc cho tài nguyên này [ea73ad6304ed438f7e7d4c59ddd227a1 tr.212].",,
2025-10-30T05:49:24.373739,57ae25e9-3a7d-46e2-9f66-c406c6c3d47c,ea73ad6304ed438f7e7d4c59ddd227a1,Tại sao các phép xử lý P(S) và V(S) trên đèn báo (semaphore) phải là các phép toán không phân chia được (atomic)?,Các phép xử lý P(S),,
2025-10-30T05:49:49.214633,819f4b7d-8858-4332-9d4d-ebcde78e42f6,74040f5628748874779838fa7a292b09,"Khi sử dụng thuật toán dựa vào đồ thị cung cấp tài nguyên để phòng tránh bế tắc, cung đòi hỏi (claim edge) thể hiện điều gì?",Tôi không tìm thấy thông tin trong tài liệu.,,
2025-10-30T05:50:03.019891,9f612078-3e29-40b3-a278-fd09a78da52e,ea73ad6304ed438f7e7d4c59ddd227a1,"Trong phương pháp khóa trong (lock-in), một tiến trình làm gì để vào đoạn găng?","Trong phương pháp khóa trong, một tiến trình muốn vào",,
2025-10-30T13:43:48.877404,aa439f92-91ff-45cb-9260-8702f8ec37c0,ea73ad6304ed438f7e7d4c59ddd227a1,"Trong phương pháp khóa trong (lock-in), một tiến trình làm gì để vào đoạn găng?","Trong phương pháp khóa trong, để vào đoạn găng, một tiến trình kiểm tra khóa của tiến trình còn lại. Nếu khóa đang mở, tiến trình được quyền vào đoạn găng và đóng khóa của mình (đặt byte khóa thành true). Nếu khóa đang đóng, tiến trình phải đợi.",,
2025-10-30T13:44:11.696552,ec553f22-33ad-4b35-9ec4-a05bc5e4c11e,ea73ad6304ed438f7e7d4c59ddd227a1,"Trong phương pháp khóa trong (lock-in), một tiến trình làm gì để vào đoạn găng?","Trong phương pháp khóa trong, một tiến trình muốn vào đoạn găng sẽ kiểm tra khóa của tiến trình còn lại. Nếu khóa đang mở, tiến trình được quyền vào đoạn găng.",,
2025-11-05T00:49:08.599359,91920f73-169b-4a74-ae95-dc91e7077509,a3aa8203ae0398a1ef263322bcadebc3,Điều gì xảy ra khi giá trị của bit Mp (Memory present) bằng 0 trong quá trình truy nhập bộ nhớ?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-11-05T00:51:10.731860,35692426-201e-4c4c-bace-a346c50964fc,1e8e6c622bfb571b0b783d8347182318,"Trong chiến lược phân trang, PTBR (Page-table base register) có chức năng gì?","Trong chiến lược phân trang, PTBR (Page-table base register) trỏ tới PCB (Page Control Block) [1e8e6c622bfb571b0b783d8347182318 tr.105].",,
2025-11-05T00:53:04.668588,957dc633-a7d4-4c1e-8f8f-ec28140907de,a3aa8203ae0398a1ef263322bcadebc3,Điều gì xảy ra khi giá trị của bit Mp (Memory present) bằng 0 trong quá trình truy nhập bộ nhớ?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-11-05T00:53:53.667690,22e8428e-065e-4a33-a9d0-2c6d78901541,1e8e6c622bfb571b0b783d8347182318,Bộ nhớ được phân cấp dựa trên tiêu chí nào?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-11-05T01:00:38.603149,bd27f290-b699-468b-921c-35da712523b0,1e8e6c622bfb571b0b783d8347182318,Bộ nhớ được phân cấp dựa trên tiêu chí nào?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-11-05T01:02:33.849207,25c78c53-77b1-4006-8027-b58a5a9026a2,1e8e6c622bfb571b0b783d8347182318,Cấu trúc nạp động (dynamic loading) hoạt động như thế nào?,Tôi không tìm thấy thông tin trong tài liệu.,,
2025-11-05T15:02:13.369955,1b7271f6-293c-4e0a-810e-d571ac19e830,1e8e6c622bfb571b0b783d8347182318,Cấu trúc nạp động (dynamic loading) hoạt động như thế nào?,"Trong cấu trúc nạp động, mỗi modul được biên tập riêng. Người sử dụng có trách nhiệm nạp và xóa các modul.",,
