timestamp,question_id,document_id,retrieved_chunk_ids,retrieved_scores,top_k,retrieval_time_ms
2025-10-30T05:24:07.398433,7fe901e9-b297-4948-b429-ae0d164a5321,2d1f518956cdc4b3cf6a9447714cfcd0,a39ac9d6-0cb7-4d8e-80a5-10e9edbc6587|5575947a-a35f-4e83-b5e7-a80663c18824|9ef6f800-c662-41a6-9e20-29a829f312c8|39f3cf55-5c5d-4a48-9fc1-6f10650dc787|03b01dbd-834f-4946-ba0b-ba82df22945f|585ea22f-18dc-4a00-91ea-8d6f3ede8e59|121f5c9d-4db6-4baf-8ea6-755bf38aeb73|22bbf3e2-c5d9-4a29-891a-53f80e5ad2a7|d4ee193e-664e-4ded-a917-79e01cd76cc6|b81f7999-b670-470b-9e00-d1945c5d88f2|e546ef1a-904c-4c3c-944c-d1f125f01323|7df5e49e-6e6e-4b15-b62f-54fa00d9d2f6|d041df21-252f-4bc2-8b6a-5eef5bf36de8|f07134aa-0cd4-4e0c-b700-666d5543e1e9|3cae2f27-b9be-4092-b621-cbfc4d817323|ef2116f2-d8ca-4910-8b54-74a9a1ac5048|1c1d8328-c6a4-48e9-ab7a-062c1834aa24|5eaf6fe6-03ff-4e4e-8a06-ccd918a0768c|8294aca2-eb38-4163-9ba9-c879c792cb21|865716c6-c436-4863-bbd1-8fef1780e123,5.5600|5.5576|5.5570|5.3522|4.8962|4.3050|3.5446|2.4104|0.2850|0.2850|0.2850|0.2850|0.2850|0.2850|-1.5616|-1.6593|-1.6593|-1.6593|-1.6593|-1.8190,8,
2025-10-30T05:36:31.100986,8bda24c2-1f57-4d42-8e20-a0d7aa850cce,1e8e6c622bfb571b0b783d8347182318,614d6ec6-5484-417a-aa52-153899011b02|2034b189-e367-4870-aedf-9767727913cc|5e67d0b3-6020-4644-bde1-2cba8ff2f957|e9355db3-062b-435b-8edc-2f2b4237924a|90b7b3eb-cb15-4e7e-b8fd-e0db3bc2c970|0184de82-01f0-4f43-a702-e0cc9f314bfe|03512709-fbf0-42af-bf86-6ee260c6670b|7b522cf0-8a7b-4a0c-b84d-d871b35519ca|449e3a97-f9ee-435d-a4f4-54fb715c6102|b9475bf7-81e8-46c6-a7a9-bc73a2a41495|e0fd26bb-b5fa-479d-bf14-0d7faccfc6ea|0eff4086-85b1-4f32-abad-c61230a3139d|8be31b26-edef-46ce-b406-6bb3b112026f|315f6e07-15c3-4ac1-a113-9e287f6a06b6|3e8488b2-28de-44ce-9a23-1248ff75f854|599d31bc-474b-4d19-b639-bd04ca0954ba|0e925730-8007-4872-9e93-f08dcc9eb734|295e7453-8be7-456c-9d84-ea79c4f71a05|610b9df2-998a-4f10-8459-1fb34110e387|4c097401-deb8-40eb-a55d-7eb25852a01e,6.3835|4.6607|4.0160|3.3530|3.3530|3.3530|3.3530|3.3530|3.3119|3.2529|3.1658|3.0819|2.6592|2.2123|0.9574|0.7083|-1.4890|-2.6419|-3.6626|-4.1415,8,
2025-10-30T05:36:42.993506,3099aff7-9ad8-4dc9-9355-4843af2c6a0e,a3aa8203ae0398a1ef263322bcadebc3,295e7453-8be7-456c-9d84-ea79c4f71a05|f42ef349-0de4-454c-adfe-dbd778d7e93c|c6534df4-9309-406a-b42e-9c7c9863229d|2cf0b2c4-b9d6-4b6f-87b5-d09b1015e4e3|aa9d37f3-029a-4c97-afc6-5cfa50cf01b9|8201fe61-7969-4e71-b175-01e93cd9ff31|f996821d-acf7-488e-8a57-f535708efda3|93e9b5cd-3726-4d40-b452-c0a665cfd5ac|94c8952b-e256-484e-a227-02d443346e53|ce1c63f6-73a3-4faf-acbb-1acb4bcb22a0|4cc6ad0b-5900-4ff1-99a7-48a1be07eb44|08f8a895-1d56-4c86-a19f-5f91b7777b83|cfa68116-064b-48b1-a7d5-0634c3b55576|38ce6feb-c4a8-4755-8468-41a85469a517|5e67d0b3-6020-4644-bde1-2cba8ff2f957|cb1398a9-beec-46bc-ad02-b4c41fc89937|bb2cff91-f625-49cd-9947-dcc074ca9594|0eff4086-85b1-4f32-abad-c61230a3139d|61cea086-1fa2-4a4b-a455-251f85406a14|b022f3cc-e915-4539-b7d2-5603cae92cb3,2.0474|1.8864|1.6814|0.8449|0.6833|0.3372|0.1753|0.1051|-0.4151|-0.4909|-0.6747|-0.7625|-0.7690|-0.8052|-1.1036|-2.0541|-2.2254|-2.4737|-3.6347|-5.7771,8,
2025-10-30T05:36:58.468953,cebac85a-6a7f-48cb-8f1f-c05b608ab588,1e8e6c622bfb571b0b783d8347182318,0ccca049-c6b6-4a8a-af61-0df2803a5c64|55254393-ed95-4905-9f6d-aa339a35ceb4|03b01dbd-834f-4946-ba0b-ba82df22945f|a4e66e81-91a6-4516-a4bb-4e29065f9a01|fc5478c8-9d11-474b-aa9a-d18463f8c2b5|8be31b26-edef-46ce-b406-6bb3b112026f|58ec9711-3a8b-4e84-ae16-fe9d7e7fbf78|e04e9631-a9f1-4b95-9a3a-22a192e6686d|47b4411d-6317-473f-8f17-0fecaf0161dc|c7161c36-a1c1-41d9-bd9b-0f73bc5939b0|d5822128-9e70-4622-860c-4585a4f95bbb|2505e30f-39dc-4823-bfc3-7d63bf3562e4|8201fe61-7969-4e71-b175-01e93cd9ff31|c4e1bff6-573c-4d9b-a621-58fa9c7d6a9e|355b13a4-7909-4ebd-91f5-fa5a1260cec8|c755b07d-f107-4fd0-bed0-6f02dfaeb94f|2dfebe32-fbfe-4948-ba66-713384e91e80|0995e725-9892-4350-832e-5168f6ca8ccd|08eb7da1-5c3b-4f6e-99cc-8ee87184d529|2f5fbff5-5586-4c09-aedf-553ba772b84b,5.3584|4.1872|4.1361|3.5929|3.5854|3.3975|3.2333|3.0038|2.4440|2.4365|2.0798|2.0123|1.3452|0.9761|0.3609|-0.0270|-0.5673|-1.6558|-1.9365|-1.9365,8,
2025-10-30T05:37:14.589925,39ce3bc7-977c-43ec-a31e-3cc615396ad3,1e8e6c622bfb571b0b783d8347182318,4c097401-deb8-40eb-a55d-7eb25852a01e|e0c01d3b-4aca-41d3-aed5-117089200c02|aaac9955-1d52-44dc-ba0e-ef3425d688cf|b976f14c-77ba-43d3-aeb6-2d0e9d47a12b|a9ab59ef-cb46-4191-96b1-c76dcc25c9ce|25ba73c4-fc87-41f4-b63c-61cf3eca8bfe|d07d8047-cfb6-4c44-8055-3f64b9bf17fc|38ce6feb-c4a8-4755-8468-41a85469a517|1f3aa306-9769-4f20-aa8e-db8fad61a53f|3e8488b2-28de-44ce-9a23-1248ff75f854|c4f7c7bb-3e22-454f-8f93-9f72731afb67|a5f252de-95f2-4727-9e80-f014a14d3a17|7a80428f-283b-4664-bb62-1c65dc69a99d|295e7453-8be7-456c-9d84-ea79c4f71a05|55254393-ed95-4905-9f6d-aa339a35ceb4|cb1398a9-beec-46bc-ad02-b4c41fc89937|6ac678fd-e79b-4270-aa61-0ec1fda93997|ef0a19c1-59f3-429d-a52a-8248d0ca2498|fc5478c8-9d11-474b-aa9a-d18463f8c2b5|31cfbcc0-7e3d-4ea4-8c54-7d2ca5dc9b44,3.8769|2.7162|2.3075|2.0861|1.4281|0.9918|0.4745|0.4238|0.4191|0.3675|0.1351|-0.1245|-0.3787|-0.6797|-0.7047|-1.2643|-1.4243|-1.7360|-2.1613|-3.3660,8,
2025-10-30T05:37:31.981310,3155f687-7343-4be7-94b2-07fb499f1f9d,1e8e6c622bfb571b0b783d8347182318,0ccca049-c6b6-4a8a-af61-0df2803a5c64|1f3aa306-9769-4f20-aa8e-db8fad61a53f|ef8532ca-c285-4809-8263-a2dcf2717107|b976f14c-77ba-43d3-aeb6-2d0e9d47a12b|61a68be8-56b1-4bfd-9b6d-963872c3ba42|08f8a895-1d56-4c86-a19f-5f91b7777b83|832b49e2-e567-4d63-ab00-54daffe0921d|2a2425e8-20a2-420d-9f4d-c55680af96c2|a95dabc0-3fd1-4977-814e-96aef240197c|7d114d5a-6226-4da1-9e1c-dd55021bc267|ca1f40ba-2a24-4228-a9a6-69f79c6d7a5b|55254393-ed95-4905-9f6d-aa339a35ceb4|e41f620c-40cb-462d-9609-4dd475625884|8be31b26-edef-46ce-b406-6bb3b112026f|e04e9631-a9f1-4b95-9a3a-22a192e6686d|6e30d2f9-e0d1-40b9-93f0-f5d668c6aaab|749f5bb6-ca60-4bb5-a8e7-c5d13894dc29|fc642122-1a60-4a6f-8595-df706cb17b91|c755b07d-f107-4fd0-bed0-6f02dfaeb94f|6ac678fd-e79b-4270-aa61-0ec1fda93997,5.6505|5.5372|3.7715|3.4064|3.4045|3.3127|3.1499|2.7962|2.7962|2.7962|2.7384|2.5175|2.3842|1.0027|0.5677|0.3693|-0.2051|-2.2364|-2.7902|-3.4735,8,
2025-10-30T05:37:56.826094,e8562c7f-c1a9-4191-852c-0af63f14d81d,1e8e6c622bfb571b0b783d8347182318,a0473302-4bb0-4e1f-ac1d-918f5194ec1f|be8224e3-a8a2-4ca6-a3bc-208ad1b8bd0e|762d12f9-f8d2-4162-bbd5-70dc97084954|f7dd668f-a8aa-4781-9283-d49790435a43|f0fd9c42-2e97-4d70-90cc-dcc5c8f61dfb|50e8c056-67b9-4f9b-8ab1-3d241c8393ff|e41f620c-40cb-462d-9609-4dd475625884|d3126d89-b42f-479b-a080-7d1d89a0ab45|62e1502d-31ee-4800-835b-64ef5d73b68f|ea04eabd-9de1-418e-bac7-d92e9f11b63b|f28b6c5e-49c1-4da6-a8d6-0e3da0505bdf|a2be720b-40b8-46c6-ab58-5b778a058a2c|743de04f-f6d1-4a25-8ba4-d18184d39e37|55254393-ed95-4905-9f6d-aa339a35ceb4|449e3a97-f9ee-435d-a4f4-54fb715c6102|5d89c1af-191f-43ae-992d-a8bb43ba97e7|8be31b26-edef-46ce-b406-6bb3b112026f|e04e9631-a9f1-4b95-9a3a-22a192e6686d|66580632-5e14-4e69-bd66-0001c137e231|fc5478c8-9d11-474b-aa9a-d18463f8c2b5,7.3132|7.3132|7.3132|7.3132|7.3132|7.3132|6.6142|6.3997|6.3850|6.2817|5.9313|5.9131|4.5037|4.4924|4.1792|4.0431|3.6073|3.2457|3.1523|2.6097,8,
2025-10-30T05:38:10.985945,436ea6dd-5435-493e-9270-ca4e7421b4a3,1e8e6c622bfb571b0b783d8347182318,449e3a97-f9ee-435d-a4f4-54fb715c6102|55254393-ed95-4905-9f6d-aa339a35ceb4|8be31b26-edef-46ce-b406-6bb3b112026f|3e8488b2-28de-44ce-9a23-1248ff75f854|fc5478c8-9d11-474b-aa9a-d18463f8c2b5|66580632-5e14-4e69-bd66-0001c137e231|e04e9631-a9f1-4b95-9a3a-22a192e6686d|0184de82-01f0-4f43-a702-e0cc9f314bfe|e9355db3-062b-435b-8edc-2f2b4237924a|90b7b3eb-cb15-4e7e-b8fd-e0db3bc2c970|03512709-fbf0-42af-bf86-6ee260c6670b|7b522cf0-8a7b-4a0c-b84d-d871b35519ca|eba5b476-123d-4af2-81a9-0baabebcc82e|a03b0fda-39a2-4438-aeaf-0f96c983008c|f2980ad6-a046-4c57-9533-b8627a40758d|8201fe61-7969-4e71-b175-01e93cd9ff31|a9ab59ef-cb46-4191-96b1-c76dcc25c9ce|0995e725-9892-4350-832e-5168f6ca8ccd|0f140218-d726-4063-a865-7bdf76f63071|2f5fbff5-5586-4c09-aedf-553ba772b84b,6.9931|6.7985|6.3467|6.3212|6.1850|6.1407|6.0442|5.9625|5.9625|5.9625|5.9625|5.9625|5.7919|5.1311|5.0499|1.9738|1.0547|-0.6081|-0.6351|-1.5927,8,
2025-10-30T05:38:26.708657,f8ec6eda-18d5-4349-bfe8-3d983e9feff5,1e8e6c622bfb571b0b783d8347182318,6b69ca89-4d5b-4d8d-a9de-244aac064d6e|3e8488b2-28de-44ce-9a23-1248ff75f854|e0fd26bb-b5fa-479d-bf14-0d7faccfc6ea|449e3a97-f9ee-435d-a4f4-54fb715c6102|23b11e6a-c571-4ade-891e-f5428cde7bd3|2c117392-16c2-4845-806b-39dd996b85ac|b9475bf7-81e8-46c6-a7a9-bc73a2a41495|e04e9631-a9f1-4b95-9a3a-22a192e6686d|8be31b26-edef-46ce-b406-6bb3b112026f|0eff4086-85b1-4f32-abad-c61230a3139d|eba5b476-123d-4af2-81a9-0baabebcc82e|6164a125-03eb-4fbb-aeb5-678b476a4968|89439bec-57ef-47a9-b4f1-4322769fe01c|55254393-ed95-4905-9f6d-aa339a35ceb4|fc5478c8-9d11-474b-aa9a-d18463f8c2b5|29a4f328-2cfa-4eda-9446-0a669dff6b74|66580632-5e14-4e69-bd66-0001c137e231|03b01dbd-834f-4946-ba0b-ba82df22945f|1c5b4aaf-ee11-4c1d-be73-a48b37b5bcab|9d7a2fbe-1696-418c-b06a-7ec6d5341d6b,5.1724|5.1499|5.0514|4.8876|4.4136|4.2908|4.1551|4.0121|3.8104|3.7893|3.7421|3.5033|3.3314|3.1160|2.6299|2.1228|1.7529|1.6543|0.8410|-1.4590,8,
2025-10-30T05:38:44.982858,fa6fdfdb-ffba-4573-a7d8-0b36c25b5f15,1e8e6c622bfb571b0b783d8347182318,b976f14c-77ba-43d3-aeb6-2d0e9d47a12b|e0c01d3b-4aca-41d3-aed5-117089200c02|749f5bb6-ca60-4bb5-a8e7-c5d13894dc29|fb5a923d-ee99-429c-91f9-70a354287ea7|a9ab59ef-cb46-4191-96b1-c76dcc25c9ce|cb1398a9-beec-46bc-ad02-b4c41fc89937|6ac678fd-e79b-4270-aa61-0ec1fda93997|7a80428f-283b-4664-bb62-1c65dc69a99d|a5f252de-95f2-4727-9e80-f014a14d3a17|c8497f6a-618b-4378-be52-ed73b5470412|4359c1b4-d8b2-4ce5-85cd-4cfc08234c10|c4f7c7bb-3e22-454f-8f93-9f72731afb67|31cfbcc0-7e3d-4ea4-8c54-7d2ca5dc9b44|55254393-ed95-4905-9f6d-aa339a35ceb4|8be31b26-edef-46ce-b406-6bb3b112026f|e04e9631-a9f1-4b95-9a3a-22a192e6686d|c4e1bff6-573c-4d9b-a621-58fa9c7d6a9e|8201fe61-7969-4e71-b175-01e93cd9ff31|0995e725-9892-4350-832e-5168f6ca8ccd|6fa5f75d-8166-43ff-8f4c-ccf8c0da943e,5.3888|4.9983|3.8694|3.4742|3.1958|3.1019|2.3879|1.7934|1.7511|1.7030|1.6825|1.6728|0.4520|-0.5866|-0.6599|-0.8587|-0.9520|-2.6852|-5.5177|-6.8582,8,
2025-10-30T05:38:57.367308,3334f483-3210-4210-9755-c353f0debdac,1e8e6c622bfb571b0b783d8347182318,a4af6d3d-fbf4-4ab3-90a2-b1efe8ded677|f8d53319-46b2-4ed9-bff0-44f639786d8b|67bc49b4-f6c4-41a6-9578-05c37fd23267|b976f14c-77ba-43d3-aeb6-2d0e9d47a12b|899e6fea-6c84-4ba1-900a-a096ffcc632c|2cef05e2-4ed3-404d-a067-3153e035f9ea|aa6d4a53-7be2-48fd-8d31-c776b7f4d056|6ac678fd-e79b-4270-aa61-0ec1fda93997|a4e66e81-91a6-4516-a4bb-4e29065f9a01|a78ead4b-11ea-465d-a1d3-47c048fc9dc1|61a68be8-56b1-4bfd-9b6d-963872c3ba42|2a2425e8-20a2-420d-9f4d-c55680af96c2|a95dabc0-3fd1-4977-814e-96aef240197c|7d114d5a-6226-4da1-9e1c-dd55021bc267|8be31b26-edef-46ce-b406-6bb3b112026f|e04e9631-a9f1-4b95-9a3a-22a192e6686d|480267fc-1960-4e00-8f7e-65986dc8b9af|a9ab59ef-cb46-4191-96b1-c76dcc25c9ce|55254393-ed95-4905-9f6d-aa339a35ceb4|66580632-5e14-4e69-bd66-0001c137e231,7.1955|6.4847|5.6237|5.3917|5.2673|4.9241|4.9236|4.2805|4.1712|4.1503|3.6637|3.5007|3.5007|3.5007|3.2673|2.9740|1.8762|1.6483|1.2374|0.9841,8,
2025-10-30T05:39:11.635781,e34a300f-5748-4587-b8ee-e52506773866,2d1f518956cdc4b3cf6a9447714cfcd0,a39ac9d6-0cb7-4d8e-80a5-10e9edbc6587|5575947a-a35f-4e83-b5e7-a80663c18824|9ef6f800-c662-41a6-9e20-29a829f312c8|39f3cf55-5c5d-4a48-9fc1-6f10650dc787|03b01dbd-834f-4946-ba0b-ba82df22945f|585ea22f-18dc-4a00-91ea-8d6f3ede8e59|121f5c9d-4db6-4baf-8ea6-755bf38aeb73|22bbf3e2-c5d9-4a29-891a-53f80e5ad2a7|d4ee193e-664e-4ded-a917-79e01cd76cc6|b81f7999-b670-470b-9e00-d1945c5d88f2|e546ef1a-904c-4c3c-944c-d1f125f01323|7df5e49e-6e6e-4b15-b62f-54fa00d9d2f6|d041df21-252f-4bc2-8b6a-5eef5bf36de8|f07134aa-0cd4-4e0c-b700-666d5543e1e9|3cae2f27-b9be-4092-b621-cbfc4d817323|ef2116f2-d8ca-4910-8b54-74a9a1ac5048|1c1d8328-c6a4-48e9-ab7a-062c1834aa24|5eaf6fe6-03ff-4e4e-8a06-ccd918a0768c|8294aca2-eb38-4163-9ba9-c879c792cb21|865716c6-c436-4863-bbd1-8fef1780e123,5.5600|5.5576|5.5570|5.3522|4.8962|4.3050|3.5446|2.4104|0.2850|0.2850|0.2850|0.2850|0.2850|0.2850|-1.5616|-1.6593|-1.6593|-1.6593|-1.6593|-1.8190,8,
2025-10-30T05:39:23.256000,921895ac-5487-46ed-8b0e-eb22caf39be4,2d1f518956cdc4b3cf6a9447714cfcd0,9ef6f800-c662-41a6-9e20-29a829f312c8|a39ac9d6-0cb7-4d8e-80a5-10e9edbc6587|5575947a-a35f-4e83-b5e7-a80663c18824|39f3cf55-5c5d-4a48-9fc1-6f10650dc787|ca1f40ba-2a24-4228-a9a6-69f79c6d7a5b|cb1398a9-beec-46bc-ad02-b4c41fc89937|c6534df4-9309-406a-b42e-9c7c9863229d|610b9df2-998a-4f10-8459-1fb34110e387|295e7453-8be7-456c-9d84-ea79c4f71a05|2cf0b2c4-b9d6-4b6f-87b5-d09b1015e4e3|5e67d0b3-6020-4644-bde1-2cba8ff2f957|a9ab59ef-cb46-4191-96b1-c76dcc25c9ce|c8497f6a-618b-4378-be52-ed73b5470412|eba5b476-123d-4af2-81a9-0baabebcc82e|9d7a2fbe-1696-418c-b06a-7ec6d5341d6b|3e8488b2-28de-44ce-9a23-1248ff75f854|0e925730-8007-4872-9e93-f08dcc9eb734|6ac678fd-e79b-4270-aa61-0ec1fda93997|e68a78b6-7278-4f63-9a44-6e511d3a1d25|8201fe61-7969-4e71-b175-01e93cd9ff31,3.8955|3.8930|3.8807|3.8765|-0.0432|-2.1775|-3.3038|-3.3644|-3.3986|-4.1288|-4.3731|-4.4744|-4.5313|-5.3412|-5.3592|-5.3994|-5.5903|-6.7373|-6.8661|-7.1183,8,
2025-10-30T05:39:37.650050,2f40611e-ed00-4dba-b06a-cc73e84b562b,2d1f518956cdc4b3cf6a9447714cfcd0,9e0ebb4c-d794-466c-b4e8-88b04a2b8fa7|b022f3cc-e915-4539-b7d2-5603cae92cb3|486071cc-e4c9-4eba-9744-fd5208438cd2|c9ec6103-e572-4277-967f-823da3caa6c7|d5822128-9e70-4622-860c-4585a4f95bbb|94c8952b-e256-484e-a227-02d443346e53|749f5bb6-ca60-4bb5-a8e7-c5d13894dc29|121f5c9d-4db6-4baf-8ea6-755bf38aeb73|cb1398a9-beec-46bc-ad02-b4c41fc89937|3e848387-0ee3-4e10-b4a4-2990ff9aef0d|585ea22f-18dc-4a00-91ea-8d6f3ede8e59|39f3cf55-5c5d-4a48-9fc1-6f10650dc787|5575947a-a35f-4e83-b5e7-a80663c18824|a39ac9d6-0cb7-4d8e-80a5-10e9edbc6587|9ef6f800-c662-41a6-9e20-29a829f312c8|c8497f6a-618b-4378-be52-ed73b5470412|b976f14c-77ba-43d3-aeb6-2d0e9d47a12b|50054e5f-9020-42c0-849f-047b00d0d9bb|8201fe61-7969-4e71-b175-01e93cd9ff31|6837033e-76bb-4923-b7f4-495754218bcd,3.4917|2.8897|2.7798|2.7226|2.2007|1.6502|1.6239|1.4118|1.2901|1.0715|0.9609|0.6491|0.5707|0.5698|0.5618|0.3180|0.1458|0.1205|-1.1322|-2.5025,8,
2025-10-30T05:39:53.709566,770471a8-8d56-454a-af5a-030c9eb0fdef,2d1f518956cdc4b3cf6a9447714cfcd0,b9259d77-44a7-4728-9582-5d23eeaccd8d|1585b1b8-44dd-45b2-8008-a1f99498834a|6d4eec9e-09e8-43b1-ad89-a92a35eb996c|da3e6dbf-e52a-4699-a50d-214d08430766|4aaef718-5a88-4798-aff5-eeb2d6a00b49|9415844f-9000-43ed-b968-0783a1b96807|a8dc38f3-6aed-4587-9a57-f159ae428425|459fbec0-21a6-4979-82e1-4fac0d5c3689|37a0edb3-8649-49b7-ba6b-b5e2ce20481d|45b9275c-e3d5-4a6f-ab1c-c174c69de46f|6b16ac88-ec2a-48d1-8cc5-7c8b4d064b3e|d99ae475-87e6-4306-8ea3-055f10073292|be2d7c5b-d591-4db2-acc0-ad5def7b8d8d|edd7be7f-aec6-4804-be9d-5456edfbbb60|989c803b-306c-4ce9-87b9-9cb066b95ce6|c6993e1c-f1d7-4c1f-983b-a091cce0dd01|9a7ff5fd-fead-414c-be3b-33cb1fc681d6|69f3c262-e416-46b5-8639-c53c94d55930|f95ec112-feae-4dc6-b750-9df58548c3ab|e0c01d3b-4aca-41d3-aed5-117089200c02,5.3946|5.3945|5.3917|5.3862|5.3856|5.3773|5.3748|5.3724|5.3710|5.3702|5.3688|5.3688|5.3653|5.3650|5.2573|4.5037|3.7356|2.1939|-0.5995|-2.1559,8,
